,playlist_name,playlist_id,playlist_genre,track_name,track_id,track_artist_name,track_artist_id,danceability,energy,key,loudness,mode,acousticness,valence,tempo
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,711MCceyCBcFnzjGY4Q7Un,0.31,0.7,9,-5.678,1,0.011,0.763,188.386
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Paradise City,3YBZIN3rekqsKxbJc9FZko,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,0.273,0.952,11,-8.762,1,0.0169,0.472,100.271
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Another One Bites The Dust - Remastered 2011,57JVGBtBLCfHw2muk5416J,Queen,1dfeR4HaWDbWqFHLkxsg1d,0.933,0.528,5,-6.472,0,0.112,0.756,109.975
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Dream On,5MxNLUsfh7uzROypsoO5qe,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,0.307,0.433,1,-10.057,1,0.388,0.224,160.9
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Creep,70LcF31zb1H0PyJoS1Sx1r,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.515,0.43,7,-9.935,1,0.0097,0.104,91.844
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Don't Stop Believin',4bHsxqR3GMrXTxEPLuK5ue,Journey,0rvjqX7ttXeg3mTy8Xscbt,0.5,0.748,4,-9.072,1,0.127,0.514,118.852
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,0.828,0.492,0,-9.744,1,0.0644,0.789,120.151
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Should I Stay or Should I Go - Remastered,39shmbIHICJ2Wxnk1fPSdz,The Clash,3RGLhK1IP9jnYFH4BRFJBS,0.743,0.836,2,-6.465,1,0.0804,0.82,113.375
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Heart-Shaped Box,11LmqTE2naFULdEP94AUBa,Nirvana,6olE6TJLqED3rqDCT0FyPh,0.256,0.641,1,-10.283,1,0.199,0.382,203.006
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,Joan Jett & The Blackhearts,1Fmb52lZ6Jv7FMWXXTPO3K,0.535,0.716,4,-5.025,1,0.326,0.901,94.379
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Sweet Home Alabama,4CJVkjo5WpmUAKp3R44LNb,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,0.597,0.605,7,-12.013,1,0.181,0.886,97.782
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Every Breath You Take - Remastered 2003,2sXp9Qmvc7mRaDBjBgcGGi,The Police,5NGO30tJxFlKixkPSgXcFE,0.813,0.46,1,-9.78,1,0.56,0.729,117.387
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Seven Nation Army,3dPQuX8Gs42Y7b454ybpMR,The White Stripes,4F84IBURUo98rz4r61KF70,0.743,0.446,4,-7.807,0,0.0039,0.278,123.596
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,(I Can't Get No) Satisfaction - Mono Version,2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,0.723,0.863,2,-7.89,1,0.0383,0.931,136.302
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,House Of The Rising Sun,61Q9oJNd9hJQFhSDh6Qlap,The Animals,3ICflSq6ZgYAIrm2CTkfVP,0.315,0.534,9,-7.552,0,0.000825,0.283,116.891
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Whole Lotta Love - 1990 Remaster,0hCB0YR03f6AmQaHbwWDe8,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,0.412,0.902,9,-11.6,1,0.0484,0.422,89.74
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Under the Bridge,3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,0.559,0.345,4,-13.496,1,0.0576,0.458,84.581
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Paranoid,1Ly0ssAgeM7YqdHptao8Oe,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,0.426,0.619,4,-11.501,0,8.44e-05,0.382,162.721
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,La Grange - 2005 Remaster,70YvYr2hGlS01bKRIho1HM,ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,0.545,0.64,4,-9.937,0,0.00249,0.606,80.544
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Sultans of Swing,6cr6UDpkjEaMQ80OjWqEBQ,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,0.73,0.868,5,-7.325,1,0.0632,0.923,148.217
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Wonderwall - Remastered,5wj4E6IsrVtn8IBJQOd0Cl,Oasis,2DaxqgrOhkeH0fpeiQq2f4,0.372,0.865,2,-4.918,1,0.000453,0.478,174.53
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Have You Ever Seen The Rain,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,0.741,0.697,0,-7.028,1,0.0664,0.774,116.109
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,With Or Without You - Remastered,6ADSaE87h8Y3lccZlBJdXH,U2,51Blml2LZPmy7TTiAg47vQ,0.54,0.429,2,-11.822,1,0.000202,0.113,110.171
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,American Girl,7MRyJPksH3G2cXHN8UKYzP,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,0.55,0.824,2,-5.988,1,0.448,0.777,114.512
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Zombie,2IZZqH4K02UIYg5EohpNHF,The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,0.307,0.635,7,-8.957,1,0.0154,0.304,166.973
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Bohemian Rhapsody - Remastered 2011,1AhDOtG9vPSOmsWgNW0BEY,Queen,1dfeR4HaWDbWqFHLkxsg1d,0.414,0.404,0,-9.928,0,0.271,0.224,71.105
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Kickstart My Heart,7GonnnalI2s19OCQO1J7Tf,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,0.359,0.981,7,-3.622,0,0.00125,0.271,178.98
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Interstate Love Song - 2019 Remaster,6qLEOZvf5gI7kWE63JE7p3,Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,0.215,0.927,9,-7.327,1,0.000273,0.49,170.814
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Born in the U.S.A.,0dOg1ySSI7NkpAe89Zo0b9,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,0.398,0.952,4,-6.042,1,0.000373,0.584,122.093
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Come As You Are,4P5KoWXOxwuobLmHXLMobV,Nirvana,6olE6TJLqED3rqDCT0FyPh,0.5,0.824,4,-5.846,0,0.00016,0.539,120.125
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,0.438,0.805,8,-6.237,1,0.00255,0.564,113.253
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Rebel Rebel - 1999 Remaster,66lOpKgTyFjOrac4S1s94g,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,0.676,0.92,9,-7.96,1,0.00101,0.624,126.341
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Bitter Sweet Symphony,57iDDD9N9tTWe75x6qhStw,The Verve,2cGwlqi3k18jFpUyTrsR84,0.356,0.917,9,-6.006,1,0.0335,0.518,171.176
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,White Wedding - Pt. 1,1gzIbdFnGJ226LTl0Cn2SX,Billy Idol,7lzordPuZEXxwt9aoVZYmG,0.673,0.814,9,-5.411,1,0.0133,0.728,147.193
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,"Hotel California - Live at The Los Angeles Forum, 10/20-22/76",4cCQ0wBIc9YHhvOWvWNj7S,Eagles,0ECwFtbIWEVNwjlrfc6xoL,0.427,0.665,2,-8.515,1,0.0145,0.442,142.702
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Say It Ain't So,4YPhn26bIFm2KUkL1VLzQG,Weezer,3jOstUTkEu2JkjvRdBA5Gu,0.635,0.435,3,-7.521,1,0.00328,0.459,76.098
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Louie Louie,0iA3xXSkSCiJywKyo1UKjQ,The Kingsmen,2iIn8H3l2NNBNHFpYKWbfo,0.623,0.709,1,-9.818,0,0.102,0.948,122.394
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Me and Bobby McGee,1IqFh00G2kvvMm8pRMpehA,Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,0.43,0.463,2,-10.96,1,0.303,0.66,93.405
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Last Nite,3SUusuA9jH1v6PVwtYMbdv,The Strokes,0epOFNiUfyON9EYx7Tpr6V,0.624,0.899,0,-5.709,1,0.0221,0.79,104.061
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Enjoy the Silence - Single Mix,1YwNlWLf8auhazSQUDQLFU,Depeche Mode,762310PdDnwsDxAQxzQkfX,0.641,0.812,0,-7.945,0,0.155,0.822,112.777
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Don't You (Forget About Me),3fH4KjXFYMmljxrcGrbPj9,Simple Minds,6hN9F0iuULZYWXppob22Aj,0.66,0.816,2,-6.61,1,0.168,0.678,111.346
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Song 2 - 2012 Remaster,1FTSo4v6BOZH9QxKc3MbVM,Blur,7MhMgCo0Bl0Kukl93PZbYS,0.674,0.789,8,-6.903,1,0.00178,0.918,129.804
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Under Pressure - Remastered 2011,2aSFLiDPreOVP6KHiWk4lF,Queen,1dfeR4HaWDbWqFHLkxsg1d,0.663,0.712,2,-7.268,1,0.524,0.527,113.439
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Alive,1L94M3KIu7QluZe63g64rv,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,0.284,0.875,11,-6.069,0,0.00752,0.595,75.009
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,"Paint It, Black - Mono",1RJeiAIwR9pZBgJA8ndZLL,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,0.505,0.836,5,-7.384,0,0.0103,0.764,159.669
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Stuck In The Middle With You,3Vby4nGmtbDo7HDJamOWkT,Stealers Wheel,7bPU7cvfoD20ixGD9Qnqki,0.82,0.575,7,-9.144,1,0.0936,0.964,123.765
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,The Killers,0C0XlULifJtAgn6ZNCW2eu,0.356,0.924,1,-3.74,1,0.00101,0.232,148.017
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Sweet Child O' Mine,7o2CTH4ctstm8TNelqjb51,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,0.454,0.91,6,-7.766,1,0.0866,0.629,125.116
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,AC/DC,711MCceyCBcFnzjGY4Q7Un,0.574,0.913,6,-4.793,0,0.061,0.423,115.728
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Closer,39tLc4Xp58Lu4KcWHggeE2,Nine Inch Nails,0X380XXQSNBYuleKzav5UO,0.559,0.725,10,-8.631,0,0.000365,0.501,90.012
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,0.564,0.932,11,-10.068,1,0.013,0.619,112.937
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Hard To Handle,05NYcsjJwOYq4jIiKPVj9p,The Black Crowes,5krkohEVJYw0qoB5VWwxaC,0.599,0.79,4,-3.58,1,0.00257,0.961,103.783
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,The Middle,3mcG2NI5G5vhrQtRda1YnA,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,0.629,0.897,2,-3.401,1,0.0424,0.93,161.944
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,The Chain,2X6gdRlGOQgfaXU9ALUQFQ,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,0.546,0.529,9,-13.6,1,0.0629,0.574,151.727
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Fortunate Son,5e6x5YRnMJIKvYpZxLqdpH,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,0.636,0.746,0,-3.785,1,0.0648,0.432,132.31
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Uprising,4VqPOruhp5EdPBeR92t6lQ,Muse,12Chz98pHFMPJEknJQMWvI,0.602,0.905,2,-4.046,1,0.000202,0.411,128.019
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,A Horse with No Name,54eZmuggBFJbV7k248bTTt,America,35U9lQaRWSQISxQAB94Meo,0.654,0.506,11,-17.18,0,0.686,0.831,123.179
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Layla - 40th Anniversary Version / 2010 Remastered,3k9i7UzeSUYWIfUZFeFDUd,Derek & The Dominos,2rc78XDH9zuJP6bm78lU8Z,0.404,0.903,1,-3.88,1,0.577,0.498,115.672
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Dirty Deeds Done Dirt Cheap,2d4e45fmUnguxh6yqC7gNT,AC/DC,711MCceyCBcFnzjGY4Q7Un,0.668,0.906,11,-4.881,0,0.214,0.507,135.653
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Man in the Box,6gZVQvQZOFpzIy3HblJ20F,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,0.355,0.791,8,-7.565,1,0.00045,0.758,106.392
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Jump - 2015 Remaster,7N3PAbqfTjSEU1edb2tY8j,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,0.572,0.835,0,-6.219,1,0.171,0.795,129.981
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,November Rain,3YRCqOhFifThpSRFJ1VWFM,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,0.294,0.641,11,-9.316,1,0.0163,0.226,79.759
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,The Joker,371VkfwKiXJxgH5ZPoQNHD,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,0.596,0.448,5,-9.616,1,0.365,0.796,83.293
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Brown Sugar,5EcvzboYmDIfXo9gPplsSB,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,0.638,0.931,0,-3.605,1,0.228,0.965,128.662
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,I Want You to Want Me,1JkZg3eMQTmTn93E8Yd3UL,Cheap Trick,1LB8qB5BPb3MHQrfkvifXU,0.806,0.462,2,-12.778,1,0.78,0.736,92.726
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Free Fallin',5tVA6TkbaAH9QMITTQRrNv,Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,0.623,0.449,5,-13.333,1,0.212,0.572,84.383
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Loser,5PntSbMHC1ud6Vvl8x56qd,Beck,3vbKDsSS70ZX9D2OcvbZmS,0.654,0.611,2,-10.45,1,0.0337,0.786,85.387
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,I Hate Myself for Loving You,2HXixVqzzm9rEUIMAWzshl,Joan Jett & The Blackhearts,1Fmb52lZ6Jv7FMWXXTPO3K,0.611,0.883,9,-11.225,1,0.0846,0.604,117.928
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Personal Jesus - Original Single Version,1xShPgQbOUa98avWJQFDBY,Depeche Mode,762310PdDnwsDxAQxzQkfX,0.637,0.682,11,-11.625,1,0.0112,0.714,129.983
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Come Together - Remastered 2009,2EqlS6tkEnglzr7tkKAAYD,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0.533,0.376,9,-11.913,0,0.0302,0.187,165.007
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Carry on Wayward Son,4DMKwE2E2iYDKY01C335Uw,Kansas,2hl0xAkS2AIRAu23TVMBG1,0.482,0.786,7,-5.735,1,0.00321,0.793,126.755
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,"Another Brick in the Wall, Pt. 2",4gMgiXfqyzZLMhsksGmbQV,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,0.693,0.394,0,-15.882,1,0.0782,0.721,104.114
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Edge of Seventeen - 2016 Remaster,5LNiqEqpDc8TuqPy79kDBu,Stevie Nicks,7crPfGd2k81ekOoSqQKWWz,0.591,0.804,0,-7.299,1,0.327,0.658,111.457
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Bad Moon Rising,6NxsCnLeLd8Ai1TrgGxzIx,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,0.647,0.762,2,-5.856,1,0.0599,0.93,89.837
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Walk This Way (feat. Aerosmith),6qUEOWqOzu1rLPUPQ1ECpx,Run–D.M.C.,3CQIn7N5CuRDP8wEI7FiDA,0.761,0.711,9,-7.989,1,0.0174,0.947,105.448
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Smoke on the Water,5SAUIWdZ04OxYfJFDchC7S,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,0.632,0.586,0,-11.333,1,0.0983,0.89,114.243
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Barracuda,4KfSdst7rW39C0sfhArdrz,Heart,34jw2BbxjoYalTp8cJFCPv,0.548,0.691,4,-13.553,0,0.015,0.667,137.145
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Killing In The Name,59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,0.466,0.833,7,-4.215,1,0.0266,0.661,88.785
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Livin' On A Prayer,0J6mQxEZnlRt9ymzFntA6z,Bon Jovi,58lV9VcRSjABbAbfWS6skp,0.534,0.887,0,-3.777,1,0.0768,0.72,122.494
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Dust in the Wind,6zeE5tKyr8Nu882DQhhSQI,Kansas,2hl0xAkS2AIRAu23TVMBG1,0.475,0.322,7,-10.687,1,0.367,0.387,93.503
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,Lou Reed,42TFhl7WlMRXiNqzSrnzPL,0.575,0.318,0,-16.729,1,0.683,0.385,104.522
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Pour Some Sugar On Me - Remastered 2017,0PdM2a6oIjqepoEfcJo0RO,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,0.267,0.953,1,-4.899,0,0.00211,0.568,84.989
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Basket Case,6L89mwZXSOwYl76YXfX13s,Green Day,7oPftvlwr6VrsViSDV7fJY,0.442,0.943,3,-3.205,1,0.00293,0.781,85.064
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Long Cool Woman (In a Black Dress) - 1999 Remaster,5UwbnHhjnbinJH8TefuQfN,The Hollies,6waa8mKu91GjzD4NlONlNJ,0.757,0.868,9,-9.326,1,0.411,0.815,138.923
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Somebody to Love,4uGIJG1jYFonGc4LGp5uQL,Jefferson Airplane,2qFr8w5sWUITRlzZ9kZotF,0.504,0.578,4,-9.302,1,0.408,0.654,132.411
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Losing My Religion,4d9RTWdrFLVAGhdzvqxkwn,R.E.M.,4KWTAlx2RvbpseOGMEmROg,0.7,0.686,9,-10.338,0,0.0943,0.815,125.412
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Just What I Needed,4alHo6RGd0D3OUbTPExTHN,The Cars,6DCIj8jNaNpBz8e5oKFPtp,0.619,0.579,4,-9.307,1,0.0152,0.69,127.224
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,More Than a Feeling,32kgOw8wejH7zUhtXCM8DH,Boston,29kkCKKGXheHuoO829FxWK,0.377,0.682,7,-8.039,1,0.000894,0.288,108.736
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,1WRM9i067hd2ujxxi8FI3m,0.438,0.71,2,-12.412,1,0.262,0.53,145.928
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,When Doves Cry,51H2y6YrNNXcy3dfc3qSbA,Prince,5a2EaR3hamoenG9rDuVn8j,0.729,0.989,9,-4.613,0,0.0102,0.84,126.47
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Back In The U.S.S.R. - 2018 Mix,5Ly2g3fnof2iFE8zsQZJX2,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0.51,0.893,9,-9.267,1,0.00102,0.934,142.657
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,(Don't Fear) The Reaper,5QTxFnGygVM4jFQiBovmRo,Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,0.333,0.927,9,-8.55,0,0.0029,0.385,141.466
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,1979 - Remastered 2012,5QLHGv0DfpeXLNFo7SFEy1,The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,0.767,0.787,3,-9.897,1,0.0163,0.964,126.879
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Life in the Fast Lane - 2013 Remaster,6gXrEUzibufX9xYPk3HD5p,Eagles,0ECwFtbIWEVNwjlrfc6xoL,0.667,0.755,9,-7.246,1,0.0966,0.883,109.535
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Gimme Shelter,1dv3ePjze9tPq2pk8eWJdR,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,0.63,0.616,1,-8.128,0,0.463,0.509,118.65
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,All Right Now,7IhkWF9zpiYKlU7CxHxYT9,Free,2e53aHBQdCMKWqHDuyJsjC,0.766,0.446,2,-13.079,1,0.25,0.743,119.774
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Welcome To The Jungle,0eFvoRSTTaR2q8bSWVjwfp,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,0.456,0.978,10,-4.869,0,0.0301,0.327,123.411
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Free Bird,4JNi40t7xR5bO3PWxRkiPN,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,0.279,0.852,7,-7.838,1,0.0119,0.438,117.418
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,Like a Rolling Stone,3AhXZa8sUQht0UEdBJgpGc,Bob Dylan,74ASZWbe4lXaubB36ztrGX,0.482,0.721,0,-6.839,1,0.731,0.557,95.263
0,Rock Classics,37i9dQZF1DWXRqgorJj26U,Rock,"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,Elton John,3PhoLpVuITZKcymswpck5b,0.601,0.532,10,-9.119,1,0.432,0.341,136.571
0,Rock This,37i9dQZF1DXcF6B6QPhFDv,Rock,Taking Me Back,7s7m8L8NcIYzgw0qmoghA8,Jack White,4FZ3j1oH43e7cukCALsCwf,0.678,0.746,7,-6.337,1,0.000994,0.431,116.98
0,Rock This,37i9dQZF1DXcF6B6QPhFDv,Rock,I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,0lAWpj5szCSwM4rUMHYmrr,0.75,0.608,1,-4.008,1,0.00165,0.958,132.507
0,Rock This,37i9dQZF1DXcF6B6QPhFDv,Rock,Swerve (feat. FEVER 333 & Sueco),6sqMWTs2o6ixteLAhQOTSC,Papa Roach,4RddZ3iHvSpGV4dvATac9X,0.592,0.841,1,-5.556,1,0.00346,0.813,162.087
0,Rock This,37i9dQZF1DXcF6B6QPhFDv,Rock,Paralyzed,5svL1PkWw8hPEAOdTNLexy,Sueco,4iDroUFo89Y7YBsdDTBmTD,0.587,0.847,0,-5.273,0,0.00126,0.376,149.954
0,Rock This,37i9dQZF1DXcF6B6QPhFDv,Rock,"deathwish (feat. nothing,nowhere.)",4pi7qRGw2DDKAJMGHGcZ2O,Stand Atlantic,1W2Fv4YUnjC8hx2qQd6fGh,0.758,0.779,8,-4.405,1,0.000717,0.588,124.987
0,Rock This,37i9dQZF1DXcF6B6QPhFDv,Rock,Hold The Line (feat. grandson),4py8spIzvJETEC3srLB0q4,Tom Morello,74NBPbyyftqJ4SpDZ4c1Ed,0.556,0.93,1,-6.1,1,0.00134,0.608,160.068
0,Rock This,37i9dQZF1DXcF6B6QPhFDv,Rock,DiE4u,2gT72HL4Y84K2Mle3miAMJ,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,0.355,0.919,7,-3.771,1,0.00234,0.259,159.922
0,Rock This,37i9dQZF1DXcF6B6QPhFDv,Rock,Kill The Noise,3xr0ZIYqXVKogVu00fJRBX,Papa Roach,4RddZ3iHvSpGV4dvATac9X,0.535,0.853,0,-5.635,0,0.00039,0.598,94.985
0,Rock This,37i9dQZF1DXcF6B6QPhFDv,Rock,Never Gonna Learn,0XHnYbXteyBDfVvk9EGaPu,Asking Alexandria,1caBfBEapzw8z2Qz9q0OaQ,0.274,0.922,1,-3.663,0,0.000115,0.366,105.132
0,Rock This,37i9dQZF1DXcF6B6QPhFDv,Rock,Let’s Get The Party Started (feat. Bring Me The Horizon),5BdiprSBqgkULtloEFbhfF,Tom Morello,74NBPbyyftqJ4SpDZ4c1Ed,0.279,0.849,6,-3.975,1,0.00119,0.385,176.13
