,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,Topic26,Topic27,Topic28,Topic29,Topic30,Topic31,Topic32,Topic33,Topic34,Topic35,Topic36,Topic37,Topic38,Topic39,Topic40,Topic41,Topic42,Topic43,Topic44,Topic45,Topic46,Topic47,Topic48,Topic49,dominant_topic
Been Caught Stealing,0.0,0.0,0.05136130005121231,0.0,0.0,0.0,0.0,0.20798248052597046,0.0,0.0,0.01822284422814846,0.0,0.0,0.0,0.0,0.0,0.08867276459932327,0.0,0.0,0.0,0.0,0.22214335203170776,0.011338825337588787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027672702446579933,0.04653450846672058,0,0.016939518973231316,0.010982930660247803,0.0,0.0,0.0,0.011971061117947102,0.0,0.0,0.0,0.132391557097435,0.0,0.0,0.010900317691266537,0.0,0.0,0.0,0.0,21
Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01327111292630434,0.0,0.0,0.07441022992134094,0.01340512279421091,0.013351081870496273,0.0,0.0,0.011296629905700684,0.015858717262744904,0.0,0.0,0.0,0.0,0.018162105232477188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15023106336593628,0.2678132951259613,0,0.0,0.21782159805297852,0.0,0.04474860802292824,0.0,0.0322088785469532,0.021298909559845924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
Cumbersome,0.021229984238743782,0.085820272564888,0.04071108251810074,0.01527615636587143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030996432527899742,0.049584437161684036,0.0,0.0,0.0,0.019324108958244324,0.0,0.0359250009059906,0.0,0.046536002308130264,0.0206215251237154,0.01786043494939804,0.0,0.0,0.04279065504670143,0.0,0.0,0.0,0.03491396829485893,0.0,0,0.0,0.1612844616174698,0.035680655390024185,0.029824307188391685,0.030650364235043526,0.1283305585384369,0.0,0.0,0.0,0.014226204715669155,0.0,0.0,0.010494672693312168,0.0,0.025621773675084114,0.0,0.02935270220041275,34
Everything About You,0.023455295711755753,0.0,0.01224072091281414,0.0,0.0,0.0,0.0,0.018917370587587357,0.0,0.0,0.0,0.032650720328092575,0.0,0.05166614055633545,0.0,0.13837340474128723,0.0,0.026030421257019043,0.0,0.02373345196247101,0.016645120456814766,0.0,0.09296222031116486,0.0,0.0,0.0,0.017515547573566437,0.023111406713724136,0.015909206122159958,0.019186854362487793,0.06446387618780136,0.0,0,0.0,0.10075782239437103,0.0,0.0,0.0,0.016068676486611366,0.0,0.0,0.0,0.03116881102323532,0.05557917803525925,0.0,0.04839437082409859,0.0,0.048763077706098557,0.03280263766646385,0.0,15
Tomorrow,0.0,0.017615292221307755,0.0,0.0,0.0,0.0,0.0,0.0,0.15198609232902527,0.0,0.0,0.11478941887617111,0.016342464834451675,0.0,0.06672580540180206,0.01482261624187231,0.0,0.0,0.0,0.04440587759017944,0.0,0.0,0.22005246579647064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.04635972902178764,0.0,0.0,0.0,0.0341956727206707,0.0,0.0,0.0,0.0,0.0,0.0,0.13268305361270905,0.0,0.017392070963978767,0.0,0.0,22
Sugar,0.034764692187309265,0.03892689570784569,0.01308075338602066,0.0,0.0,0.0,0.0,0.06693913787603378,0.0,0.0,0.021902374923229218,0.0,0.0,0.11067373305559158,0.0,0.0,0.05754701420664787,0.040009770542383194,0.0,0.06559966504573822,0.0,0.010371156968176365,0.07573886215686798,0.0,0.0,0.0,0.015603723004460335,0.0,0.0,0.07622519135475159,0.011782889254391193,0.0,0,0.019241653382778168,0.038408149033784866,0.037218108773231506,0.0,0.02364293858408928,0.050330448895692825,0.0,0.0,0.0,0.0,0.0,0.0,0.12574931979179382,0.0,0.0,0.0,0.0,45
Shimmer,0.16162893176078796,0.018814567476511,0.029100308194756508,0.0,0.0,0.013849207200109959,0.0,0.0,0.0,0.016702281311154366,0.0,0.04162557050585747,0.0169373806566,0.22464941442012787,0.0,0.0,0.0,0.03527384251356125,0.0,0.033601097762584686,0.0,0.03318887576460838,0.011717848479747772,0.0,0.0,0.0,0.015603079460561275,0.0,0.0,0.0,0.02177499607205391,0.0,0,0.0,0.022958001121878624,0.030802447348833084,0.01908453367650509,0.01094155851751566,0.04889647290110588,0.0,0.0,0.0,0.06654223054647446,0.0,0.0,0.024507716298103333,0.015198060311377048,0.0,0.0,0.015377462841570377,13
Dammit,0.10866465419530869,0.0,0.03970940038561821,0.0,0.0,0.0,0.0,0.0,0.0,0.01832699030637741,0.018477529287338257,0.0,0.0,0.0,0.019815267994999886,0.0,0.01605503261089325,0.06951340287923813,0.01726667210459709,0.049649927765131,0.0,0.0,0.011414061300456524,0.019447900354862213,0.0,0.018798265606164932,0.0,0.03355773538351059,0.016700953245162964,0.04880629479885101,0.04015990346670151,0.017473241314291954,0,0.0,0.010951112024486065,0.02028963714838028,0.06370015442371368,0.0,0.06556552648544312,0.0,0.0,0.0,0.017137229442596436,0.0,0.0,0.025756191462278366,0.01723865233361721,0.0,0.018755104392766953,0.11906252801418304,49
Fell On Black Days,0.015876252204179764,0.01998516172170639,0.2085588574409485,0.0,0.0,0.0,0.0,0.08244981616735458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11421529948711395,0.0,0.020748265087604523,0.014457154087722301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024748871102929115,0.0,0,0.01600058563053608,0.010827343910932541,0.0,0.02074560523033142,0.0,0.04508143663406372,0.0,0.0,0.0,0.02420474961400032,0.0,0.12394464015960693,0.03623127192258835,0.0,0.03144880384206772,0.0,0.08217475563287735,2
Laid,0.011422840878367424,0.0,0.04448924958705902,0.023888736963272095,0.0,0.0,0.0,0.0,0.026911070570349693,0.0,0.026283973827958107,0.06856074184179306,0.0,0.012796696275472641,0.0,0.0,0.0,0.02767854370176792,0.0,0.012768604792654514,0.0,0.14777933061122894,0.07271429896354675,0.0,0.0,0.0,0.02518375776708126,0.027381474152207375,0.024025581777095795,0.02702733315527439,0.027291608974337578,0.0,0,0.0,0.06864167749881744,0.0,0.0,0.033568233251571655,0.0853910967707634,0.0,0.018438540399074554,0.0,0.02465883456170559,0.0,0.0,0.015414932742714882,0.0,0.02938723936676979,0.0,0.0,21
Sex Type Thing,0.0,0.0,0.012547061778604984,0.030754154548048973,0.0,0.0,0.0,0.0,0.0,0.04049796611070633,0.0,0.0,0.0,0.10043450444936752,0.0,0.07516420632600784,0.0,0.028148643672466278,0.0,0.010922177694737911,0.0,0.11566571146249771,0.06761611253023148,0.0,0.0,0.0,0.0,0.0,0.020587634295225143,0.0,0.01823476143181324,0.0,0,0.0,0.013437709771096706,0.0,0.06008632853627205,0.09470993280410767,0.014286852441728115,0.0,0.0,0.0,0.0,0.0,0.0,0.013366545550525188,0.0,0.0,0.0,0.1460200846195221,49
Breaking the Girl,0.02620328776538372,0.0,0.011908775195479393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02136950194835663,0.0,0.0,0.01036582700908184,0.0,0.0,0.0,0.0,0.0,0.16323897242546082,0.0,0.0,0.013205824419856071,0.0,0.0,0.0,0.02071492187678814,0.022265732288360596,0.0,0.0,0.1629997342824936,0.05443603917956352,0,0.10477718710899353,0.012753716669976711,0.0,0.0,0.0,0.03055175580084324,0.0,0.0,0.0,0.0,0.0,0.0,0.029393013566732407,0.05416548252105713,0.10884813219308853,0.021898159757256508,0.0,19
Far Behind,0.13896450400352478,0.02387363463640213,0.0,0.0,0.0601295568048954,0.0,0.0,0.01308244839310646,0.0,0.0,0.0,0.04684356227517128,0.012708764523267746,0.0,0.0,0.011569553054869175,0.0,0.022865133360028267,0.030702803283929825,0.0672430694103241,0.0,0.04965564236044884,0.01764829456806183,0.0,0.0,0.0,0.011713122017681599,0.0,0.011041364632546902,0.013211066834628582,0.03077925182878971,0.03085264004766941,0,0.01141421403735876,0.0,0.0,0.01305866427719593,0.09163377434015274,0.052232757210731506,0.0,0.0,0.0,0.0,0.06442373991012573,0.0,0.09515823423862457,0.0,0.0,0.0,0.0,0
Bound For The Floor,0.0,0.0,0.011301366612315178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018763849511742592,0.0,0.0,0.0,0.0,0.0,0.0,0.012166617438197136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.011755022220313549,0.0,0.2247563600540161,0.23952430486679077,0.012497834861278534,0.0,0.0,0.0,0.0,0.0,0.0,0.23037675023078918,0.0,0.0,0.06688299775123596,0.0,37
Would?,0.0809396281838417,0.11381986737251282,0.018376529216766357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01570076495409012,0.010166480205953121,0.0,0.0,0.014154762960970402,0.0,0.028894901275634766,0.0,0.011857925914227962,0.09628346562385559,0.0,0.0,0.0,0.07101701200008392,0.0,0.0,0.06026281416416168,0.015261385589838028,0.0,0,0.04023340716958046,0.045971184968948364,0.03595905378460884,0.1361522674560547,0.0,0.020538320764899254,0.0,0.0,0.0,0.0,0.0,0.0,0.01881304569542408,0.0,0.010454588569700718,0.0,0.0,36
Stupid Girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017629176378250122,0.0,0.018628425896167755,0.01601022109389305,0.0,0.0,0.0,0.0,0.0,0.0,0.010378437116742134,0.0,0.0,0.0,0.0,0.017565932124853134,0.0,0.04686659947037697,0.1691180318593979,0.0,0,0.0,0.23652905225753784,0.20279544591903687,0.018117427825927734,0.029430538415908813,0.010854641906917095,0.0,0.0,0.02801075391471386,0.0,0.0,0.0,0.0,0.04257561266422272,0.0,0.0,0.0,34
Possum Kingdom,0.0,0.02728620171546936,0.0,0.0,0.02526014670729637,0.0,0.0,0.0359833762049675,0.01754278503358364,0.0,0.06038739159703255,0.0,0.026113608852028847,0.0,0.03148442879319191,0.0,0.01285012997686863,0.0,0.0,0.01809685118496418,0.0,0.01653333008289337,0.03129158914089203,0.01527415867894888,0.0,0.0,0.03613615408539772,0.0,0.08047715574502945,0.0,0.0,0.11456096172332764,0,0.0,0.04259273782372475,0.01568884216248989,0.13567574322223663,0.053365983068943024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07378566265106201,0.0,0.0,0.0,0.03596938028931618,36
Good,0.03264360874891281,0.06868309527635574,0.08773329854011536,0.0,0.0,0.0,0.0,0.0,0.02300632745027542,0.0,0.0252247117459774,0.0,0.0,0.012236438691616058,0.0,0.0,0.0,0.05668516829609871,0.0,0.012236912734806538,0.0,0.010205240920186043,0.01916765235364437,0.0,0.0,0.06585675477981567,0.02412218041718006,0.0,0.0,0.0,0.011894007213413715,0.0,0,0.0,0.07460673153400421,0.0,0.047253578901290894,0.0,0.11867222934961319,0.0,0.0,0.0,0.14401423931121826,0.0,0.0,0.030804242938756943,0.0,0.0,0.0,0.0,42
Where Did You Sleep Last Night,0.0,0.028570251539349556,0.0,0.0,0.014683731831610203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06500495225191116,0.0,0.0,0.060569342225790024,0.0,0.0,0.013341796584427357,0.017214884981513023,0.04449735954403877,0.0,0.0,0.0,0.0,0.07436715811491013,0.0,0.0,0.15938279032707214,0.0,0,0.0,0.0,0.0,0.013357405550777912,0.03882542625069618,0.07949750870466232,0.035789165645837784,0.02640244923532009,0.0,0.08459906280040741,0.0,0.0,0.11944296956062317,0.013986501842737198,0.0,0.0,0.0,30
Down,0.10004641115665436,0.029059458523988724,0.03869219124317169,0.01678907312452793,0.0,0.0,0.0,0.01578407920897007,0.027290262281894684,0.015044963918626308,0.04839402064681053,0.027213873341679573,0.0,0.0312405563890934,0.0,0.0,0.0,0.030965594574809074,0.05862515792250633,0.01897847093641758,0.02109396830201149,0.025518689304590225,0.07572833448648453,0.016048096120357513,0.0,0.0,0.0,0.0,0.0,0.0,0.015251711942255497,0.0,0,0.013916558586061,0.09218154102563858,0.016663076356053352,0.029147444292902946,0.012041546404361725,0.033381637185811996,0.0,0.0,0.0,0.0,0.013355311937630177,0.0,0.06501287966966629,0.01416550762951374,0.045770544558763504,0.0,0.0,0
Flagpole Sitta,0.0,0.0,0.07762017846107483,0.0,0.0,0.0,0.0,0.028382500633597374,0.0,0.015041367150843143,0.015250484459102154,0.01560001727193594,0.038699790835380554,0.022239213809370995,0.016637681052088737,0.014715963043272495,0.01317798811942339,0.05946887284517288,0.026104671880602837,0.0,0.011433832347393036,0.0,0.06764397770166397,0.017057791352272034,0.0,0.0736328512430191,0.0,0.032771144062280655,0.0,0.01428950484842062,0.07363410294055939,0.0,0,0.025999052450060844,0.04614171013236046,0.0,0.04125630855560303,0.0,0.03793228790163994,0.0,0.0,0.0,0.0,0.0,0.0,0.05004178732633591,0.014259505085647106,0.04062679782509804,0.0,0.046618517488241196,2
In the End,0.05745347589254379,0.0,0.039134010672569275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013172721490263939,0.023120367899537086,0.0,0.016130831092596054,0.0,0.0,0.0,0.01612062007188797,0.0,0.015197557397186756,0.0,0.08411639928817749,0.19053855538368225,0.0,0.0,0.02366570010781288,0.0,0.09825528413057327,0.0,0.09036678820848465,0.0,0.028469523414969444,0,0.0,0.020669372752308846,0.014264893718063831,0.013581021688878536,0.032990407198667526,0.032628320157527924,0.0,0.0,0.0,0.0,0.0,0.0,0.06411299854516983,0.011864137835800648,0.0,0.032964471727609634,0.021216563880443573,22
Welcome to the Black Parade,0.04711407050490379,0.0,0.02522817999124527,0.0,0.0,0.0,0.0,0.0,0.010402927175164223,0.0,0.01023645605891943,0.010359298437833786,0.0,0.0105960788205266,0.010387526825070381,0.0,0.0,0.022434663027524948,0.0,0.03345441818237305,0.0,0.05507432296872139,0.07811301946640015,0.02604326233267784,0.0,0.05896943062543869,0.0,0.01110029872506857,0.0,0.060462020337581635,0.06516245752573013,0.02472539246082306,0,0.0,0.06121518462896347,0.14717420935630798,0.03347834572196007,0.026092272251844406,0.05996780842542648,0.0,0.0,0.016923358663916588,0.0,0.0,0.0,0.03182828798890114,0.0,0.0,0.0,0.0,35
You Know You're Right,0.0339176207780838,0.0,0.0,0.025181913748383522,0.04224016144871712,0.0,0.0,0.0,0.0,0.0,0.029383743181824684,0.0,0.0,0.046984340995550156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019011124968528748,0.029828473925590515,0.03044666349887848,0.0,0.016856079921126366,0.02887818217277527,0.0,0.0,0.03047311305999756,0.0,0.11978986114263535,0,0.0,0.0,0.0,0.0,0.015886250883340836,0.038024138659238815,0.0,0.0,0.0,0.3121146261692047,0.0,0.0,0.02519216574728489,0.0,0.018291492015123367,0.0,0.022525498643517494,42
American Idiot,0.010068868286907673,0.045799799263477325,0.013283586129546165,0.0,0.0,0.0,0.05730632320046425,0.0,0.0,0.0,0.0,0.12481214106082916,0.06159766763448715,0.034235626459121704,0.0,0.0,0.0,0.11440597474575043,0.05921567603945732,0.011329544708132744,0.0,0.08283017575740814,0.014426961541175842,0.0,0.0,0.0,0.0,0.024334168061614037,0.0,0.0,0.02882533147931099,0.0,0,0.0,0.013938898220658302,0.0,0.08756012469530106,0.0,0.01481971237808466,0.0,0.0,0.0,0.0,0.0,0.0,0.07510389387607574,0.0,0.0,0.0,0.0,11
Woman,0.0,0.08374398946762085,0.040469810366630554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09019917994737625,0.0,0.0,0.0,0.0,0.06634080410003662,0.0,0.0,0.05659821256995201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.011257849633693695,0.0,0.0,0.04927440732717514,0.18625187873840332,0.15133996307849884,0.0,0.0,0.07286429405212402,0.0,0.0,0.01098762359470129,0.0,0.0,0.0,0.0328611321747303,38
Like a Stone,0.0,0.0,0.010977356694638729,0.0,0.0,0.0,0.017003271728754044,0.02068379707634449,0.12938885390758514,0.0,0.0196988508105278,0.05138162896037102,0.0205508004873991,0.0,0.0,0.0,0.0,0.0,0.0,0.05958402901887894,0.0,0.02317122370004654,0.012172545306384563,0.07016672194004059,0.0,0.0,0.0,0.0,0.0,0.02109260857105255,0.025011274963617325,0.016563592478632927,0,0.0,0.14757205545902252,0.0,0.0,0.020268479362130165,0.012572912499308586,0.0,0.0,0.03284201771020889,0.0,0.01753326877951622,0.0,0.13670629262924194,0.0,0.023691343143582344,0.0,0.0,34
