,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,Topic26,Topic27,Topic28,Topic29,Topic30,Topic31,Topic32,Topic33,Topic34,Topic35,Topic36,Topic37,Topic38,Topic39,Topic40,Topic41,Topic42,Topic43,Topic44,Topic45,Topic46,Topic47,Topic48,Topic49,dominant_topic
The Sound Of Truth,0.12597252428531647,0.0,0.02871314249932766,0.0,0.0,0.0,0.0,0.0,0.01742829941213131,0.0,0.0,0.0,0.03141755610704422,0.021760279312729836,0.0,0.02941177971661091,0.0,0.19773681461811066,0.01608416810631752,0.02225510962307453,0.0,0.019780557602643967,0.010759669356048107,0.0,0.0,0.0,0.04358288273215294,0.0,0.0,0.0,0.0,0.0,0,0.0,0.010300135239958763,0.03246166929602623,0.0,0.017699968069791794,0.025918645784258842,0.0,0.0,0.0,0.14486195147037506,0.0,0.08165685832500458,0.02430187165737152,0.0,0.0,0.0,0.0,17
Primo Victoria,0.0553300604224205,0.0,0.0,0.0,0.0,0.0,0.06927680224180222,0.0,0.0,0.0,0.0143697215244174,0.0,0.015390437096357346,0.12136093527078629,0.015878304839134216,0.013702199794352055,0.0,0.0,0.0,0.1044239029288292,0.0,0.10340359061956406,0.0,0.0,0.0,0.1061515063047409,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0805467963218689,0.0,0.0,0.0,0.0,0.0,0.0,0.04252592474222183,0.01351750548928976,0.1294531375169754,0.0,0.0,47
Hyperdrive!,0.0746372640132904,0.0,0.011517368257045746,0.0,0.02047816663980484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07324997335672379,0.0,0.0,0.0,0.2690591514110565,0.0,0.059835441410541534,0.0,0.02397972159087658,0.012781208381056786,0.0,0.0,0.0,0.0,0.03796140477061272,0.0,0.0,0.0,0.08551283180713654,0,0.0,0.012333851307630539,0.0,0.0,0.0,0.016100889071822166,0.0,0.0,0.0,0.0,0.0,0.0,0.16167017817497253,0.0,0.0,0.0,0.0,17
Before I Forget,0.025941023603081703,0.07038290053606033,0.0,0.03805851936340332,0.0,0.0,0.0,0.022172247990965843,0.031062692403793335,0.0,0.0,0.0,0.0,0.0,0.030026011168956757,0.011322091333568096,0.0,0.22323131561279297,0.0,0.0,0.0,0.03129737451672554,0.0,0.0787840262055397,0.0,0.0,0.0,0.0,0.010034141130745411,0.051868658512830734,0.0,0.0,0,0.0,0.017856916412711143,0.0,0.0,0.031275711953639984,0.10725937783718109,0.010557918809354305,0.0,0.0,0.011530984193086624,0.06659149378538132,0.0,0.0,0.0,0.03210349380970001,0.012199241667985916,0.0,17
Afterlife,0.046037398278713226,0.025553114712238312,0.0,0.0,0.02059546299278736,0.0,0.0,0.010100442916154861,0.019265344366431236,0.03339562565088272,0.0,0.041072797030210495,0.010501900687813759,0.029206011444330215,0.06479013711214066,0.0,0.0,0.0,0.0,0.021175609901547432,0.0,0.010720748454332352,0.06431454420089722,0.0,0.0,0.0,0.016038615256547928,0.025618063285946846,0.015484784729778767,0.0,0.08663798868656158,0.0,0,0.0,0.07984671741724014,0.0,0.02996443584561348,0.0576084665954113,0.040063198655843735,0.0,0.0,0.03670790046453476,0.08540424704551697,0.0,0.0,0.030693575739860535,0.0,0.02049729973077774,0.016482416540384293,0.0,30
St. Anger,0.0,0.0,0.10001298785209656,0.0,0.0,0.0,0.03541165962815285,0.0,0.01910637691617012,0.0,0.0,0.0,0.0,0.012882973998785019,0.048892609775066376,0.0,0.0,0.0,0.0,0.021004008129239082,0.0,0.053191035985946655,0.05688932165503502,0.0,0.0,0.0,0.0,0.036721326410770416,0.0,0.019443176686763763,0.07908891886472702,0.0,0,0.18717607855796814,0.031017431989312172,0.0,0.0993342399597168,0.0,0.02210056036710739,0.08796776086091995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03598005324602127,0.0,0.0,33
The Only,0.0,0.0,0.010806329548358917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023858904838562,0.0,0.0,0.0,0.0,0.0,0.13275183737277985,0.0,0.0,0.1015707477927208,0.020648600533604622,0.0,0.019956206902861595,0.0,0.0,0.0639888271689415,0.0,0.08623789250850677,0.0,0,0.0,0.011573412455618382,0.0,0.0,0.0,0.20952288806438446,0.0,0.0,0.0,0.0,0.0,0.0,0.14056909084320068,0.0,0.021680202335119247,0.0,0.0,38
Bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17999958992004395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01831647753715515,0.0,0.0,0.0,0.02591395378112793,0.0,0.0,0.09483329951763153,0.0,0.08653049170970917,0.018168408423662186,0.01236219797283411,0.032625820487737656,0,0.0,0.2072209268808365,0.0,0.19851545989513397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
Save Me,0.08569943159818649,0.0,0.015073868446052074,0.0,0.0,0.0,0.0,0.0,0.0,0.02569340355694294,0.06303752958774567,0.027715064585208893,0.0,0.04606480151414871,0.0,0.041581891477108,0.0,0.01048546377569437,0.0,0.011561896651983261,0.0,0.028295030817389488,0.03358452022075653,0.25583383440971375,0.0,0.0,0.023037150502204895,0.0,0.0,0.025370750576257706,0.011238804087042809,0.0,0,0.02206350490450859,0.014906845986843109,0.0,0.0,0.0,0.08237174898386002,0.0,0.0,0.0,0.0,0.0,0.0,0.014166688546538353,0.0,0.0,0.0,0.03893203288316727,23
Stillborn,0.013270881958305836,0.010423348285257816,0.017153965309262276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014931895770132542,0.0,0.0,0.0,0.013461600989103317,0.0,0.16174715757369995,0.0,0.011297610588371754,0.04181959107518196,0.3264573812484741,0.0,0.0,0.0,0.0,0.0,0.08178804069757462,0.038985829800367355,0.0,0,0.0,0.01837163232266903,0.034163232892751694,0.0,0.0,0.02119830623269081,0.0,0.0,0.0,0.0,0.0,0.0,0.01789185218513012,0.0,0.0,0.0,0.0,23
Awake,0.015516291372478008,0.0,0.040082648396492004,0.0,0.0,0.0,0.0,0.0,0.018711203709244728,0.010144034400582314,0.0,0.0,0.0,0.025814075022935867,0.0,0.0,0.0,0.24923855066299438,0.0,0.014686036854982376,0.031270842999219894,0.0,0.02580028958618641,0.19374826550483704,0.0,0.0,0.01771446131169796,0.0,0.0,0.048361849039793015,0.02322610281407833,0.0,0,0.0,0.021702557802200317,0.04851817712187767,0.03132687136530876,0.0,0.026322321966290474,0.0,0.0,0.0,0.0,0.01625893823802471,0.0,0.010628994554281235,0.0,0.0,0.033277325332164764,0.0,17
Tears Don't Fall,0.15347109735012054,0.01049472764134407,0.0,0.0,0.06805896013975143,0.0,0.0,0.0,0.0,0.02207537740468979,0.04616132006049156,0.016802899539470673,0.0,0.024417832493782043,0.0,0.0,0.022861240431666374,0.03353653848171234,0.0,0.0,0.03794163465499878,0.0,0.0803712010383606,0.0,0.0,0.0,0.11203595995903015,0.0,0.0,0.0694902241230011,0.011766842566430569,0.0,0,0.013353056274354458,0.0,0.03447410464286804,0.0,0.0,0.046916715800762177,0.0,0.0,0.0,0.0,0.0,0.0,0.03600796312093735,0.0,0.0,0.05367511138319969,0.0,0
Panic Attack,0.10064510256052017,0.0,0.04506716877222061,0.018492408096790314,0.0,0.0,0.0,0.0,0.0,0.0,0.05424889549612999,0.0,0.08882232010364532,0.0,0.040710870176553726,0.019373184069991112,0.0,0.0,0.0,0.10252706706523895,0.0,0.04022955894470215,0.07712198793888092,0.038857799023389816,0.0,0.03159673884510994,0.0,0.0,0.0,0.021694624796509743,0.025747887790203094,0.018020959571003914,0,0.0,0.01213926263153553,0.0,0.046020787209272385,0.0,0.02907886542379856,0.0,0.0,0.0,0.0,0.0,0.0,0.0641339048743248,0.0,0.0,0.0,0.013651330024003983,19
Faith Divides Us - Death Unites Us,0.06871993094682693,0.0,0.01565116085112095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058991190046072006,0.0,0.01877819001674652,0.0,0.0,0.0,0.011993679217994213,0.0,0.06851501762866974,0.0,0.1408909559249878,0.03831745684146881,0.11644069850444794,0.0,0.0,0.0,0.0,0.0,0.029254276305437088,0.012931347824633121,0.0,0,0.0,0.028920134529471397,0.03046237677335739,0.0,0.12253297865390778,0.03881942108273506,0.027660878375172615,0.0,0.0,0.0,0.0,0.0,0.01594075746834278,0.0,0.012113621458411217,0.0,0.0,21
Die MF Die,0.0,0.0,0.015197654254734516,0.0,0.011043260805308819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25577571988105774,0.0,0.019693829119205475,0.0,0.0,0.010621432214975357,0.0,0.0,0.0,0.0,0.021268460899591446,0.0,0.0,0.0,0.1636991947889328,0.0,0.0,0.0,0.3679548501968384,0,0.0,0.0,0.0,0.0,0.011566736735403538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
Only for the Weak,0.10697833448648453,0.028965573757886887,0.023683039471507072,0.0,0.0,0.0,0.012645336799323559,0.010192472487688065,0.0,0.0,0.015216265805065632,0.0,0.015376736409962177,0.01905692182481289,0.13210925459861755,0.0,0.08277247101068497,0.03434194251894951,0.0,0.019096670672297478,0.013426050543785095,0.01718757301568985,0.07593650370836258,0.0,0.0,0.03854646161198616,0.0,0.06773746758699417,0.0,0.0,0.0,0.0,0,0.0,0.07405394315719604,0.01730080507695675,0.0,0.03883661702275276,0.0,0.013025050051510334,0.0,0.011654452420771122,0.0,0.0,0.023647606372833252,0.0,0.01383159775286913,0.0,0.0,0.012233272194862366,14
Psychosocial,0.0,0.03248747065663338,0.0,0.043238431215286255,0.0,0.0,0.0,0.017639974132180214,0.0,0.0,0.017234772443771362,0.016888512298464775,0.0,0.034405115991830826,0.031572114676237106,0.01608196087181568,0.0,0.0,0.0,0.02164323627948761,0.0,0.09093503654003143,0.010666564106941223,0.08272235840559006,0.0,0.1354295313358307,0.06881625205278397,0.04476035386323929,0.0,0.01795860379934311,0.0,0.0,0,0.0,0.029153961688280106,0.0318923182785511,0.0,0.017182255163788795,0.025522302836179733,0.0,0.047472938895225525,0.01445832010358572,0.0,0.0279419906437397,0.0,0.0,0.01563130132853985,0.01853816770017147,0.0,0.0,25
The Day That Never Comes,0.06549853086471558,0.0,0.04234953224658966,0.03215348348021507,0.017207393422722816,0.0,0.0,0.0,0.0,0.05822111666202545,0.031726475805044174,0.07409664243459702,0.0,0.05959448590874672,0.0,0.0,0.0,0.010484463535249233,0.05830998346209526,0.09538815170526505,0.0,0.0,0.04257351532578468,0.018678046762943268,0.0,0.0,0.0,0.021561486646533012,0.0,0.03441328927874565,0.030911337584257126,0.016751360148191452,0,0.0,0.04372744634747505,0.0,0.0,0.018352512270212173,0.011799085885286331,0.0,0.0,0.0,0.03033793531358242,0.0,0.0,0.07725726813077927,0.0,0.019560109823942184,0.012397607788443565,0.0,19
Blacklist,0.018438369035720825,0.0,0.11102424561977386,0.0,0.0,0.0,0.0,0.0,0.012877057306468487,0.0,0.0,0.03297315165400505,0.013220802880823612,0.08374620974063873,0.013965577818453312,0.0,0.011070252396166325,0.0,0.0418984591960907,0.02166926860809326,0.0,0.0,0.0295073501765728,0.013925890438258648,0.0,0.04306231439113617,0.02234654128551483,0.0701974406838417,0.0,0.023996323347091675,0.07976333051919937,0.0,0,0.0,0.0,0.046400442719459534,0.0,0.0,0.10485853254795074,0.0,0.06662163138389587,0.0,0.0,0.020100541412830353,0.0,0.0,0.011893168091773987,0.0,0.0,0.03201902285218239,2
The Trooper,0.023948347195982933,0.0,0.04090800881385803,0.0,0.0,0.0,0.0,0.0,0.01844146102666855,0.032948072999715805,0.0,0.0,0.061846327036619186,0.06579157710075378,0.0,0.0,0.0,0.046260155737400055,0.0,0.07534563541412354,0.0,0.047416508197784424,0.03056296519935131,0.019176270812749863,0.0,0.0,0.0,0.0,0.011346257291734219,0.0336289256811142,0.051437586545944214,0.0,0,0.016697047278285027,0.07311110198497772,0.020002420991659164,0.0,0.023396441712975502,0.039692025631666183,0.0,0.0,0.04433523491024971,0.0,0.0,0.0,0.029645539820194244,0.0599483922123909,0.05338902398943901,0.0,0.0,19
Live Wire,0.012032721191644669,0.010731685906648636,0.21564079821109772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471741497516632,0.0,0.0,0.0,0.0,0.017744766548275948,0.0,0.0,0.0,0.04066123068332672,0.0,0.1561851054430008,0.0,0.010140975937247276,0.0,0.0,0.0,0.0,0.04523516818881035,0.0,0,0.0,0.0,0.0244668647646904,0.0,0.016589511185884476,0.03537788987159729,0.04404672980308533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12453339248895645,0.0,0.0,2
Children of the Earth,0.011345980688929558,0.0,0.04876682534813881,0.0,0.022298909723758698,0.0,0.0,0.0,0.0,0.10918234288692474,0.02296888455748558,0.0,0.0,0.06584387272596359,0.0,0.0,0.02159113436937332,0.0,0.0,0.01151627954095602,0.0,0.0,0.015364707447588444,0.09572947770357132,0.0,0.0,0.0,0.0,0.0,0.026581360027194023,0.05182622745633125,0.0,0,0.0,0.1883610039949417,0.0,0.0,0.02420968748629093,0.038469284772872925,0.0,0.0,0.0,0.0,0.020043475553393364,0.0,0.049791935831308365,0.02120017260313034,0.0,0.02312096580862999,0.0,34
Mr. Crowley,0.015073384158313274,0.05245259776711464,0.015024112537503242,0.04571520537137985,0.0,0.0,0.0,0.029495172202587128,0.0,0.0425654873251915,0.027327043935656548,0.0,0.0,0.015927473083138466,0.0,0.0,0.0,0.03345262259244919,0.0,0.036730166524648666,0.02078506350517273,0.05083364248275757,0.018264856189489365,0.04948892816901207,0.0,0.048951610922813416,0.0471082404255867,0.0,0.0,0.0,0.03725407272577286,0.0,0,0.0,0.06920662522315979,0.0,0.07163865864276886,0.0,0.047844015061855316,0.0,0.02088736556470394,0.0,0.0,0.0,0.0,0.03877585381269455,0.02534559555351734,0.030003009364008904,0.0,0.0,36
Rock Of Ages,0.0,0.1429697871208191,0.023804927244782448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031148593872785568,0.10417002439498901,0.025214439257979393,0.0,0.0,0.0,0.0,0.0,0.0,0.07637191563844681,0.04388997703790665,0.0,0.0,0.07546171545982361,0.0,0.028765276074409485,0.0,0.0,0.012479511089622974,0.0,0,0.0,0.07124626636505127,0.029087170958518982,0.0,0.0,0.017293596640229225,0.0,0.1684441864490509,0.0,0.017248589545488358,0.0,0.0,0.04045411944389343,0.0,0.025620130822062492,0.0,0.0,40
War Pigs,0.04984220117330551,0.06037507951259613,0.05693838745355606,0.0,0.0,0.0,0.013436474837362766,0.018107373267412186,0.040529172867536545,0.0,0.01715274527668953,0.017636427655816078,0.017637033015489578,0.11280529201030731,0.020644253119826317,0.0,0.0,0.0,0.0,0.05656023323535919,0.0,0.021034903824329376,0.03873811289668083,0.05797936022281647,0.01382562518119812,0.017294179648160934,0.0,0.0,0.0,0.0,0.022212445735931396,0.0,0,0.028946176171302795,0.014970732852816582,0.03074280545115471,0.0,0.0,0.07987888902425766,0.0,0.0,0.0,0.0,0.0,0.0,0.021816356107592583,0.0,0.05886673182249069,0.0,0.04085540771484375,13
Crazy Train,0.0,0.033345162868499756,0.0,0.0,0.0,0.014404191635549068,0.0,0.01765461452305317,0.0,0.011746352538466454,0.02948734350502491,0.0,0.02748793549835682,0.02132692188024521,0.02902587130665779,0.03448749706149101,0.0,0.03453606739640236,0.0,0.021670132875442505,0.0,0.0,0.01037974189966917,0.044559527188539505,0.0,0.0,0.016297640278935432,0.017506958916783333,0.0,0.11390754580497742,0.021282127127051353,0.0,0,0.0162532739341259,0.026440951973199844,0.0,0.018087010830640793,0.11081374436616898,0.22272495925426483,0.0,0.0,0.0,0.0,0.0,0.0,0.02371305041015148,0.0,0.0,0.0,0.0,38
T.N.T.,0.010007812641561031,0.0,0.0697137787938118,0.02047050930559635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02292870730161667,0.07734695076942444,0.028436923399567604,0.0,0.022030873224139214,0.0,0.010374287143349648,0.0,0.01092288177460432,0.0,0.14635904133319855,0.038770642131567,0.0,0.0,0.0,0.0,0.0,0.05205613747239113,0.0,0.011050797998905182,0.0,0,0.0,0.03282683342695236,0.07758969068527222,0.048722054809331894,0.041077859699726105,0.08692547678947449,0.0,0.0,0.0,0.0,0.0,0.0184413343667984,0.038006823509931564,0.0,0.0,0.023118143901228905,0.0,21
Lay It Down,0.09917793422937393,0.045140985399484634,0.0,0.0,0.016428552567958832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0719875767827034,0.034636277705430984,0.0,0.0,0.0,0.0,0.0,0.028342511504888535,0.017559360712766647,0.047364480793476105,0.0,0,0.0,0.0,0.0,0.0,0.0,0.012728326953947544,0.01473931409418583,0.0,0.4099443852901459,0.05420367419719696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Beyond the Realms of Death,0.028830716386437416,0.05468222498893738,0.029532931745052338,0.0,0.0,0.0,0.0351279191672802,0.0,0.014520744793117046,0.0,0.0,0.0,0.029583120718598366,0.0,0.018195144832134247,0.0,0.0,0.0,0.0,0.05238647758960724,0.0,0.0,0.0970008447766304,0.017454814165830612,0.0,0.0,0.036651160567998886,0.019491346552968025,0.0,0.0,0.029689183458685875,0.0,0,0.0,0.06490280479192734,0.01618996448814869,0.015504473820328712,0.03749831020832062,0.2058437466621399,0.03549521416425705,0.0,0.0,0.0,0.0,0.0,0.03211002051830292,0.0,0.0,0.0,0.046365752816200256,38
Seek & Destroy,0.0,0.0,0.026311876252293587,0.0,0.012606893666088581,0.0,0.0,0.0,0.0,0.0,0.013136610388755798,0.02462655119597912,0.09427542984485626,0.03302997723221779,0.014106281101703644,0.12801237404346466,0.0,0.0,0.0,0.026369230821728706,0.0,0.0,0.0,0.073940210044384,0.0,0.01967800036072731,0.0,0.0,0.0,0.016099970787763596,0.08863721787929535,0.0,0,0.0,0.0,0.01412631943821907,0.12880590558052063,0.013087269850075245,0.09926511347293854,0.0,0.0,0.0,0.0,0.0,0.0,0.07899052649736404,0.0,0.014224441722035408,0.0,0.0,36
Riding the Storm,0.07674272358417511,0.05276428535580635,0.0,0.0,0.0,0.0,0.03680179640650749,0.0,0.08691946417093277,0.015037450939416885,0.0,0.0,0.0,0.031415924429893494,0.052903562784194946,0.0,0.0,0.03036484867334366,0.0,0.11410675942897797,0.0,0.0,0.0,0.03982724994421005,0.0,0.0,0.02647337131202221,0.0,0.0,0.0,0.0,0.0,0,0.025835858657956123,0.03280153498053551,0.0,0.02906983159482479,0.0,0.021011514589190483,0.02526065707206726,0.0,0.0,0.014070886187255383,0.0,0.0,0.020618906244635582,0.0,0.112172432243824,0.06304022669792175,0.0,19
Only the Brave,0.05733758211135864,0.0,0.04889199510216713,0.0,0.027442220598459244,0.0,0.0,0.08320142328739166,0.027958229184150696,0.0,0.01574026048183441,0.016804445534944534,0.02836594730615616,0.030858244746923447,0.04076138511300087,0.0,0.013500630855560303,0.0,0.0,0.0,0.0,0.010627894662320614,0.047403547912836075,0.07744567841291428,0.0,0.01586974784731865,0.0,0.0,0.0,0.0,0.04565734043717384,0.0,0,0.0,0.02093570865690708,0.0,0.0,0.03512520715594292,0.1810128539800644,0.0,0.0,0.0,0.0,0.011984462849795818,0.012581933289766312,0.011744169518351555,0.0,0.05320943892002106,0.0,0.01106245256960392,38
Killed by Death,0.0,0.0,0.010020501911640167,0.029025452211499214,0.0,0.0,0.0,0.0,0.0,0.0,0.01731906272470951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029627714306116104,0.0,0.0,0.0,0.10493028908967972,0.4988822340965271,0.0,0.0,0.0,0.0,0.0,0.0,0.010737605392932892,0.0,0,0.0,0.010489577427506447,0.0,0.01921125501394272,0.0,0.011839897371828556,0.0,0.0,0.0,0.01595383696258068,0.0,0.0,0.1032194271683693,0.0,0.0,0.0,0.0,23
Metal Health (Bang Your Head),0.0,0.022689184173941612,0.12295341491699219,0.010700586251914501,0.0,0.0,0.0,0.0,0.0,0.0,0.011997860856354237,0.0,0.018278419971466064,0.127309650182724,0.0,0.0,0.0,0.0,0.0,0.015062613412737846,0.07460780441761017,0.06239571422338486,0.0640060156583786,0.019957739859819412,0.0,0.012169493362307549,0.0,0.02129489555954933,0.0,0.06251399219036102,0.0,0.0,0,0.0,0.04264059662818909,0.0,0.01953096129000187,0.0,0.018363099545240402,0.01046211738139391,0.03969057649374008,0.07577992975711823,0.0,0.04791451245546341,0.0,0.0,0.0,0.0,0.0,0.010636547580361366,13
Master Of Puppets,0.032225873321294785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015587308444082737,0.037545327097177505,0.022449897602200508,0.1302175670862198,0.0,0.0,0.0,0.10877204686403275,0.0,0.01752960868179798,0.0,0.0,0.0,0.016226932406425476,0.0,0.02324034832417965,0.042125578969717026,0.017678232863545418,0.0,0.01584283821284771,0.0,0.014721895568072796,0,0.0,0.01193408016115427,0.0,0.2882992923259735,0.023713426664471626,0.0662619024515152,0.02108651213347912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01736767590045929,36
No More Tears,0.0,0.014040648937225342,0.0,0.0,0.012235196307301521,0.0,0.0,0.0,0.03228573128581047,0.062356963753700256,0.0,0.0,0.012956853955984116,0.017550189048051834,0.0,0.011757229454815388,0.0,0.03343421593308449,0.015138620510697365,0.01359268557280302,0.0,0.0,0.025963518768548965,0.0,0.0,0.012706712819635868,0.0,0.0,0.0,0.3864970803260803,0.024694625288248062,0.0,0,0.011444502510130405,0.0,0.0,0.0,0.022219687700271606,0.06800240278244019,0.0,0.012852843850851059,0.0,0.011583802290260792,0.0,0.010112707503139973,0.08644827455282211,0.0,0.021052196621894836,0.0,0.0,29
Iron Man,0.033465951681137085,0.0,0.037948403507471085,0.02248445898294449,0.02431388758122921,0.0,0.0,0.02921539917588234,0.0,0.0,0.025412175804376602,0.0,0.02586609311401844,0.012177600525319576,0.0,0.0,0.021735604852437973,0.010932374745607376,0.0,0.012271801941096783,0.04104270786046982,0.08322639018297195,0.01873588189482689,0.053683433681726456,0.0,0.025526272132992744,0.0,0.03892291709780693,0.0,0.048163220286369324,0.03246034309267998,0.0,0,0.0,0.03473804518580437,0.013674282468855381,0.026483573019504547,0.0,0.13494330644607544,0.0,0.041851237416267395,0.0,0.02320079877972603,0.0,0.0,0.015911495313048363,0.0,0.0,0.0,0.021843887865543365,38
Angel Witch,0.03561081364750862,0.011541646905243397,0.019236532971262932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03499346971511841,0.0,0.0,0.09976939857006073,0.01071776170283556,0.08676830679178238,0.0299907848238945,0.015082270838320255,0.0,0.022299811244010925,0.0,0.012500787153840065,0.12960514426231384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017179785296320915,0.030530467629432678,0,0.0,0.03635363280773163,0.010778521187603474,0.07046814262866974,0.0,0.07489427924156189,0.0,0.0,0.0,0.0,0.0,0.0,0.07222022861242294,0.0,0.01682443544268608,0.0,0.0,22
Wasted,0.05177556723356247,0.03128713369369507,0.0,0.014679444953799248,0.0,0.013848316855728626,0.0,0.043578535318374634,0.0,0.016211898997426033,0.08094637095928192,0.0,0.0,0.020979218184947968,0.017824700102210045,0.016257643699645996,0.0,0.019982721656560898,0.0,0.03475029021501541,0.0,0.0,0.010324481874704361,0.0,0.0,0.015374231152236462,0.014356524683535099,0.01820896379649639,0.014771517366170883,0.018794938921928406,0.0,0.0,0,0.015567319467663765,0.24850879609584808,0.017942683771252632,0.029097426682710648,0.016886921599507332,0.09332890808582306,0.0,0.0,0.0,0.0,0.0,0.0,0.04894515126943588,0.0,0.0,0.0,0.0,34
South Of Heaven,0.026058504357933998,0.05464273318648338,0.043050698935985565,0.0,0.0,0.0,0.0,0.0,0.0,0.019756829366087914,0.0,0.02042781561613083,0.0,0.0256061889231205,0.0,0.05088556557893753,0.0,0.13647550344467163,0.0,0.04250229150056839,0.0,0.03956305980682373,0.012610791251063347,0.0,0.0,0.02028975635766983,0.0,0.0,0.0,0.0,0.0,0.01871052011847496,0,0.0,0.0625978633761406,0.022231025621294975,0.0,0.0,0.012953651137650013,0.0,0.044782742857933044,0.0,0.0,0.0,0.0,0.011750712059438229,0.034791912883520126,0.19717682898044586,0.0,0.0,47
Thunderstruck,0.03409246727824211,0.18456977605819702,0.056524623185396194,0.0,0.0,0.010185339488089085,0.010258009657263756,0.0,0.0,0.0,0.021697990596294403,0.0,0.0,0.16725772619247437,0.024315131828188896,0.0,0.0,0.024403709918260574,0.0,0.0,0.0,0.03269144892692566,0.0,0.0,0.0,0.06750641018152237,0.0,0.0,0.0,0.0,0.03683377802371979,0.0,0,0.0,0.023954208940267563,0.03195196017622948,0.0,0.0,0.028080234304070473,0.0,0.0,0.0,0.09617944061756134,0.0,0.0,0.01693861372768879,0.011191066354513168,0.013281628489494324,0.0,0.03832269459962845,1
Am I Demon,0.21523316204547882,0.053632255643606186,0.011173772625625134,0.0,0.0,0.0,0.0,0.0,0.0,0.014037058688700199,0.019693732261657715,0.0,0.0,0.01108036283403635,0.14712777733802795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012167776003479958,0.02103307843208313,0.0,0.020268648862838745,0.0,0.13085919618606567,0.0,0.0,0.024999422952532768,0.0,0,0.018260430544614792,0.012370756827294827,0.05307760834693909,0.0,0.030411668121814728,0.03288283199071884,0.0,0.0,0.0,0.0,0.0,0.0,0.011447571218013763,0.04992341995239258,0.0,0.0,0.0,0
Children of the Grave,0.02229814976453781,0.04973297938704491,0.010178877972066402,0.05838097631931305,0.0,0.0,0.0,0.0,0.018711308017373085,0.0,0.018665939569473267,0.04994257912039757,0.09179164469242096,0.0,0.015679962933063507,0.017405904829502106,0.0,0.0,0.0,0.023377327248454094,0.0,0.021314257755875587,0.01252012513577938,0.019454553723335266,0.0,0.0,0.0,0.0,0.015524039976298809,0.034006647765636444,0.0,0.0,0,0.0,0.14160259068012238,0.03481500223278999,0.0,0.01878141053020954,0.15028759837150574,0.0,0.0,0.030452704057097435,0.0,0.0,0.0,0.04016900062561035,0.0,0.0,0.0,0.012371176853775978,38
Bringin' On The Heartbreak,0.03869730234146118,0.03648828715085983,0.017811276018619537,0.0,0.0,0.0,0.0,0.0,0.0,0.013603085651993752,0.0,0.032144512981176376,0.0,0.040395110845565796,0.0,0.0,0.026765819638967514,0.013803575187921524,0.02982659824192524,0.03979793190956116,0.07913915812969208,0.011889278888702393,0.08566171675920486,0.0,0.0,0.0,0.0,0.03287823870778084,0.0,0.0,0.023838361725211143,0.0,0,0.0,0.08576040714979172,0.035059865564107895,0.0,0.0,0.053961727768182755,0.0,0.0,0.0,0.0,0.0,0.0,0.13578425347805023,0.0,0.0101931756362319,0.0,0.0,45
Mexican Radio,0.010662083514034748,0.0,0.08519316464662552,0.0,0.02450309693813324,0.0,0.0,0.0,0.044979922473430634,0.024819228798151016,0.0,0.0,0.0,0.011996574699878693,0.05045916140079498,0.02238818071782589,0.0,0.14863480627536774,0.0,0.03142698109149933,0.0,0.0,0.10516226291656494,0.0,0.0,0.025450943037867546,0.0,0.0,0.0,0.0,0.04762302711606026,0.04332369938492775,0,0.0,0.03442089632153511,0.0,0.0,0.0,0.09035272151231766,0.0,0.0,0.0,0.0,0.0,0.0,0.035152800381183624,0.0,0.0276523195207119,0.0,0.0,17
