song_name,tabs
Take My Breath,"Cm,Cm,Ab,Cm,Ab,Cm,Ab,Cm,Ab,Bb,Cm,Bb,Cm,Bb,Cm,Bb,G,Cm,Cm,Bb,Ab,Ab,Cm,Cm,Bb,Ab,Cm,Ab,Cm,Ab,Bb,Cm,Bb,Cm,Bb,Cm,Bb,G,Cm,Cm,Bb,Ab,Ab,Cm,Cm,Bb,Ab,Ab,Cm,Ab,Gm,Cm,Ab,Gm,Cm,Ab,Gm,Cm,Ab,Gm,Cm,Cm,Bb,Ab,Ab,Cm,Cm,Bb,Ab,Ab,Cm,Bb,Ab,Cm,Cm,Cm,Bb,Ab,Ab"
I Don't Wanna Talk (I Just Wanna Dance),"Em,C,G,G,B,Em,C,G,G,B,Em,C,G,B,Em,C,G,B,Em,C,G,G,B,Em,C,G,B,C,D,B,C,C,D,B,Em,C,G,G,B,Em,C,G,B,Em,C,G,G,Em,Em,B,G,G,B,Em,C,G,B,Em,C,G,G,B,Em,C,G,B,C,D,B,C,C,D,B,Em,C,G,G,B,Em,C,G,B,Em,C,G,G,B,Em,C,G,B,Em,C,G,B,C,D,B,C"
Hold On,"Bm,G,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,G,Bm,A,G,Bm,A,G,Bm,A,G,Bm,G,D,Bm,G,D"
Save Your Tears,"C,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,Dm,Am,F,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,Dm,Am,F,G,Dm,Am,F,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G"
Do It To It,"Bm7,E7,A,Bm7,E7,A,D,E7,A,F#m,D,E7,D,E7,Bm7,E,A,Bm7,E7,A,Bm7,E7,A,D,E7,A,F#m,D,E7,D,E7,Bm7,E,A"
Stunnin',"E,D,Dm,Am,G,Fm,Am,G,F,Am,G,Dm,Am,G,Dm,Am,G,Gm,Am,G,Em,F,Am,G,Em,Dm,Am,G,Em,F,Ab,Gm,Cm,Ab,Gm,Bb,A,Am,Dm,Am,G,A,F,Am,G,Fm,Am,G,Gm,F,Am,G,F,Am,G,Bb,F,Ab,Gm,Cm,Ab,Gm,Cm,Bb,Ab,Gm,Cm,Eb,Ab,Gm,Cm,Gm,Bb,Db,Ab,Gm,Cm,Gm,Bb,Bb,Cm,Cm,Fm,Gm,Bb,Bb,Eb,Ab,Gm,G,Cm,Ab,G,Eb,Bb,Ab,Bb,Eb,Fm,Cm,Bb,Ab,Cm,Bb,Eb"
queen of broken hearts,"Am,Dm,G,C,F,Dm,E,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,F,Dm,E,Am,Dm,G,C,F,Dm,E,Am,Dm,G,C,F,Dm,E,Am,Dm,G,C,F,Dm,E,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,F,Dm,E,Am,Dm,G,C,F,Dm,E,Am,Dm,G,C,F,Dm,E,Am,Dm,G,C,F,Dm,E,Am,Dm,G,C,F,Dm,G,C,Am,Dm,G,C,F,Dm,Am,Dm,G,C,F,Dm,E,Am,Dm,G,C,F,Dm,E,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,F,Dm,E"
The Business,"F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m"
good 4 u,"F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,D,C#7,F#m,E,F#m,E,F#m,E,D,C#7,D,A,E,F#m,E,D,A,E,F#m,E,D,A,E,F#m,E,D,A,E,F#m,E,F#m,E,B,F#m,E,B,E,F#m,E,F#m,E,D,C#7,F#m,E,F#m,E,F#m,E,D,C#7,D,A,E,F#m,E,D,A,E,F#m,E,D,A,E,F#m,E,D,A,E,F#m,E,F#m,E,B,F#m,E,B,D,A,E,F#m,E,D,A,E,F#m,E,F#m,E,B,F#m,E,B,F#m,E,B,F#m,E,B,F#m,E,B,F#m,E,B,F#m,E,B,F#m,E,B,D,A,E,F#m,E,D,A,E,D,A,E,F#m,E,D,A,E,F#m,E,F#m,E,B,F#m,E,B,F#m,E,B,F#m"
Purple Hat,"Emaj7,C#m7,Amaj7,D#m7,G#,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em,Em"
Somebody,"G,G,Am,D,G,G,Am,D,G,Bm,D,G,G,Bm,Am,D,G,Am,G,Bm,C,G,G,Am,D,G,G,Am,D,G,Bm,Am,C,G,Am,C,Bm,G,Am,G,Bm,C"
Go To Town,"C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F,C,F"
Lose Somebody,"Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Ab,Bbm,Db,Ab,Gb,Ab,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Ab,Bbm,Db,Ab,Gb,Ab,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab"
BED,"Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F"
Secrets,"D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G"
Blinding Lights,"Dm,Am,C,G,Dm,Am,C,G,Dm,Am,C,G,Dm,Am,C,G,Dm,Am,C,Dm,Am,C,G,Dm,Am,C,G,Dm,Am,C,G,Dm,Am,C,G,Dm,Am,C,Dm,Am,C,G,Dm,Am,C,G,Dm,Am,C,G,Dm,Am,C,G,Dm,Am,C,G,Dm,Am,C,G,Dm,Am,C,G"
Good Ones,"Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,Bb,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Bb,Gm,F,Eb,Bb,Gm,F,Eb,Bb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,Bb,F,Eb,F,Eb,Gm,F,Eb,Bb,Gm,F,Eb,Bb,Gm,F,Eb,Bb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Gm,F,Eb,Gm,F,Eb,F,Eb,Gm,F,Eb,Gm,Gm,F,Eb,Gm,F,Eb"
Don't Be Shy,"G,D,C,D2,A,E,D,E2,A,E,D,E2,A,E,D,E2,A,E,D,E2,A,E,D,E2"
Stupid Feelings,"Em,G,C,D,Em,G,C,D,Em,G,C,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C"
Goosebumps,"Em7,Cmaj7,Am7,Bm7,Em7,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,G,G,G,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,G,G,G,Em7,Cmaj7,Am7,Bm7,Em7,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Em,Em,Cmaj7,Am,Bm,Em7,Cmaj7,Am7,Bm7,Em7,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em,Cmaj7,Am,Bm,Em"
You for Me,"C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C"
Monster,"F5,G5,Ab5,Bb5,Eb5,F5,G5,Ab5,G5,F5,G5,Ab5,Bb5,F5,Eb5,F5,G5,Ab5,G5,F5,G5,Ab5,Bb5,F5,Eb5,F5,G5,Ab5,G5,F5,G5,Ab5,Bb5,F5,Eb5,F5,G5,Ab5,G5,F5,G5,Ab5,Bb5,F5,Eb5,F5,G5,Ab5,G5,F5,G5,Ab5,G5,G5,Bb5,Ab5,Ab5,Bb5,F5,Eb5,G5,Bb5,Ab5,Ab5,Bb5,F5,Eb5,F5,G5,Bb5,Ab5,G5,F5,G5,F5,G5,Bb5,Ab5,G5,F5,G5,F5,G5,Ab5,G5,F5,G5,Ab5,G5,F5,G5,Ab5,Bb5,F5,Eb5,F5,G5,Ab5,G5,F5,G5,Ab5,G5,G5,Bb5,Ab5,Ab5,Bb5,F5,Eb5,G5,Bb5,Ab5,Ab5,Bb5,F5,Eb5,G5,Bb5,Ab5,Ab5,Bb5,F5,Eb5,F5,G5,Bb5,Ab5,G5,F5,Eb5,F5,G5,Bb5,Ab5,G5,F5,Eb5,G5,Ab5,F5,Bb5,F5,Eb5,Ab5,G5,Bb5,G5,F5,G5,Bb5,Ab5,G5,Bb5,Ab5,Ab5,Bb5,F5,Eb5,G5,Bb5,Ab5,Ab5,Bb5,F5,Eb5,G5,Bb5,Ab5,Ab5,Bb5,F5,Eb5,F5,G5,Ab5,Bb5,F5,G5,F5,G5,Ab5,Bb5,F5,G5,F5,G5,Ab5,Bb5,F5,G5,F5,G5,Ab5,Bb5,F5,G5"
Nights Like This,"Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Cm,Gm,Fm,Cm,Fm,Fm,Fm,Fm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Gm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Cm,Gm,Fm,Fm,Fm,Fm"
Tears For Later,"C#,G#,A#m,F#,G#,C#,A#m,F#,G#,C#,A#m,F#,G#,C#,A#m,F#,G#,C#,A#m,F#,G#,C#,C#,G#,A#m,F#,G#,C#,G#,A#m,F#,G#,C#,G#,A#m,A#m,F#,G#,C#,G#,A#m,F#,G#,C#,G#,A#m,F#,F#,G#,C#,C#,G#,A#m,F#,G#,C#,C#,G#,A#m,F#,G#,C#,G#,A#m,F#,G#,C#,G#,A#m,F#,G#,C#,G#,A#m,F#,G#,C#,G#,A#m,F#,G#,C#,G#,A#m,G#,F#m,G#,C#,G#,A#m,F#,G#,C#,G#,A#m,G#,F#,G#,C#,G#,A#m,G#,F#,G#,C#,G#,A#m,G#,F#,G#,C#,G#,A#m,F#,G#,C#,G#,A#m,F#,G#"
The Business,"F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m,F#m,E,D,E,F#m,E,D,E,F#m"
Freedom,"C#m,E,F#,G#7,C#m,A,C#m,A,C#m,A,C#m,E,B5,C#m,A,C#m,F#,C#m,G#7,C#m,A,B5,C#m,G#7,C#m,A,C#m,A,C#m,E,B5,C#m,A,C#m,F#,C#m,G#7,C#m,A,B5,C#m,G#7,C#m,A,A,C#m,A,B5,C#m,A,C#m,E,B5,C#m,A,C#m,F#,C#m,G#7,C#m,A,B5,C#m,G#7,C#m,A,B5,C#m"
Safe With Me,"C,Em,Am,F,Dm,C,Em,C,Em,Am,F,Dm,C,F,Dm,C,F,C,Em,Am,F,C,Em,Am,F,C,C,Em,Am,F,Dm,C,F,Dm,C,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C"
Funny,"F#m7,G#m7,Amaj7,Bm7,Bbm7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bm7,Amaj7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bm7,Amaj7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bm7,Amaj7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bm7,Amaj7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bm7,Amaj7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bm7,Amaj7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bbm7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bbm7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bbm7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bbm7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bbm7,G#m7,F#m7,G#m7,Amaj7,G#m7,F#m7,G#m7,Bbm7,F#m7,G#m7,Bm7,Amaj7"
I Don't Know Why,"Bbmaj7,Bb7,Eb,D,Gm7,C7,F,Bbmaj7,Bb7,Ebmaj7,Daug,Gm7,C7,F7sus,Bb,Bbmaj7,Bb7,Ebmaj7,Daug,Gm7,C7,F7sus,Bb,Gm7,C7,F7sus,Bbmaj7,Bb7,Ebmaj7,Daug,Gm7,C7,F7sus,Bb,Bbmaj7,Bb7,Ebmaj,Daug,Gm7,C7,F7sus,Bb,Gm7,C7,F,F7,Gm7,C7,F7,F7/Eb,Bbmaj7,Bb7,Ebmaj7,Daug,Gm7,C7,F7sus,Bb,Bbmaj7,Bb7,Ebmaj7,Daug,Gm7,C7,F7sus,Bb,Gm7,C7,F,F7,Gm7,C7,F7,Bbmaj7,Bb7,Ebmaj7,D7#5,Gm7,C7,F7sus,Bbmaj7,Ebmaj7,Daug,Gm7,C7,F7sus,Bbmaj7,Bb7,Ebmaj7,Daug,Gm7,C7,F7sus,Bb,Bbmaj7,Bb7,Ebmaj7,Daug,Gm7,C7,F7,Bb,Gm7,C7,F7,Bb,Gm7,C7,F7sus,Bb,Bbmaj7,Ebmaj7,Daug,D7#5,F7/Eb"
Off Of My Mind,"F,C,F,C,G,F,C,F,C,F,C,G,F,C,E,F,C,E,F,C,E,F,C,E,F,C,E,F,C,E,F,C,F,C,G,F,C,C,E,F,C,E,F,C,E,F,C,E,C,Am,Em,Dm,C,Am,Em,Dm,F,G,C,E,F,F,G,C,E,F,D,F,Fm,C,C,E,F,C,E,F,C,E,F,C,E,C,E,F,C,E,F,C,E,F,C,E,F,C"
Lonely,"F,Em,Am,F,Em,Am,F,Em,Am,F,G,Em,F,F,G,Em,F,F,G,Em,F,F,Em,Am,F,Em,Am,F,G,Em,F,F,G,Em,F,F,G,Em,F,F,G,Em,F"
I'm Not Alright,"E,B,E,B,E,B,E,E,B,E,B,E,B,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,E,B,E,B,E,E,B,E,B,E,B,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,G#m,B,F#,E,G#m,B,F#,E,G#m,B,F#,E,G#,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,F#"
Lose Somebody,"Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Ab,Bbm,Db,Ab,Gb,Ab,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Ab,Bbm,Db,Ab,Gb,Ab,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab,Gb,Db,Bbm,Ab"
BED,"Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F,Gm,Eb,Bb,F"
Secrets,"D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G,D,F#m/C#,Bm,G"
When The Summer Dies,"Em,Bm,A,Em,Bm,A,Em,Bm,A,Em,Bm,Em,G,Bm,A,Em,G,Bm,A,G,Bm,A,Em,G,Bm,A,G,D,A,Em,Bm,A,G,D,A,Em,Bm,A,G,D,A,Em,Bm,A,G,D,Em,G,Bm,Em,Bm,A,Em,Bm,Em,Bm,A,Em,Bm,Am,G,Bm,A,Em,G,Bm,A,G,Bm,A,Em,G,Bm,A"
Bigger Than,"E,A,E,A,C#m,B,A,E,A,C#m,B,A,E,A,E,A,E,A,C#m,B,A,E,A,E,A,A,B,C#m,B,A,B,C#m,B/D#,A,B,C#m,B,A,B,C#m,B/D#,E,A,E,A,E,A,E,A,E,A"
Nostalgic,"D,A,Bm,G,F#m,A/C#,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,A,G,A,G,A,G,A,G,F#m,G,A,D,A,Bm,G,D,A,Bm,A,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,A,G,A,G,A,G,A,G,F#m,G,A,D,A,Bm,G,D,A,Bm,A,G,F#m,G,A,D,A,Bm,G,D,A/C#,Bm,G,F#m,G,A,D,A,Bm,G,D,A,Bm,G,F#m,G,A,D,A,Bm,G,D,A,Bm,G,F#m,G,A"
Good Ones,"Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,Bb,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Bb,Gm,F,Eb,Bb,Gm,F,Eb,Bb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,Bb,F,Eb,F,Eb,Gm,F,Eb,Bb,Gm,F,Eb,Bb,Gm,F,Eb,Bb,Gm,F,Eb,Gm,F,Eb,Gm,F,Eb,Gm,F,Gm,F,Eb,Gm,F,Eb,F,Eb,Gm,F,Eb,Gm,Gm,F,Eb,Gm,F,Eb"
Lasting Lover,"Db,Gb,Gb,Ab,Bbm,Gb,Db,Gb,Db,Ebm7,Gb,Ab,Bbm,Gb,Db,Gb,Db,Ebm7,Gb,Ab,Bbm,Gb,Ab,Bbm,Db,Gb,Db,Gb,Bbm,Ab,Ab,Db,Gb,Db,Gb,Bbm,Ab,Ab,Db,Gb,Db,Gb,Bbm,Ab,Ab,Bbm,Gb,Db,Gb,Db,Ebm7,Ab,Ab,Bbm,Gb,Ab,Bbm,Db,Gb,Db,Gb,Bbm,Ab,Ab,Db,Gb,Db,Gb,Bbm,Ab,Ab,Db,Gb,Ab,Bbm,Gb,Ab,Bbm,Gb,Ab,Bbm,Gb,Ab,Bbm,Gb,Db,Gb,Gb,Bbm,Ab,Gb"
Your Love (9PM),"Am,Dm,C,Am,Dm,C,Am,Dm,C,Am,Dm,C,Am,Dm,Am,Dm,C,Am,Am,Dm,C,Am,Am,Dm,C,Am,Dm,C,Am,Am,Dm,C,Am,Dm,C,Am,Dm,C,Am,Dm,Am,Dm,C,Am,Am,Dm,C,Am,Dm,C,Am,Dm,C,Am,Dm,C,Am,Dm"
I'll Wait,"Am,F,C,G,Am,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,G,Am,F,C,G,Am,F,C,Am,F,C,Am,F,C,Am,F,C,F,Am,G,C,Am,F,C,Am,F,C,Am,F,C,F,Am,G,C,Am,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,G,Am,F,C,G,Am,F,C,Am,F,C,Am,F,C,Am,F,C,F,Am,G,C,Am,F,C,Am,F,C,Am,F,C,F,Am,G,C,Am,F,C,Am,F,C,Am,F,C,F,Am,G,C,Am,F,C,G,Am,F,G,Am,F,C,G,Am,F,C"
Wanted,"G,D,C,G,C,D,G,G,D,C,D,G,D,C,G,D,C,C,D,G,G,D,C,G,D,C,G,D,C,Em,G,D,C,Em,G,D,Am,G,D,C,G,C,D,G,G,D,C,D,G,D,C,G,D,C,Em,G,D,C,Em,G,D,Am,G,D,C,G,D,C,D,G,D,G,D,C,Em,G,D,C,Em,G,D,Am,G,D,Am,G,G,G,G"
Head & Heart (feat. MNEK),"C,Cmaj7,F,Fm,C,Cmaj7,F,Fm,C,Cmaj7,F,Fm,C,Cmaj7,F,C,Cmaj7,F,Fm,C,Cmaj7,F,Fm,C,Cmaj7,F,Fm,C,Cmaj7,F,Fm,C,Cmaj7,F,Fm,C,Cmaj7,F,Fm,C,Cmaj7,F,Fm,C,Cmaj7,F,Fm,C,Cmaj7,F,Fm"
Lose Control,"Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7,Bm9,Em7,Gmaj7"
Better With You,"Am,Am,C,C,Em,G,G,Am,Am,F,C,Em,Am,Am,F,C,C,Em7,Am,Am,F,C,C,E7,Am,Am,F,C,Em7,Am,Am,F,G,C,C,C,Em,Em,Am,Am,F,C,Em,Am,Am,F,C,C,Em7,Am,Am,F,C,C,E7,Em7,Am,Am,F,C,Em7,Am,Am,F,G,F,C,Em7,Am,F,C,Em7,Am,F,C,Em7,Am,F,E,Am,F,C,C,Em7,Am,Am,F,C,C,E7,Am,Am,F,C,Em7,Am,Am,F,G,Am,Am,G,G,F,F,G,C,Am,G,F,G,C,G,Em,Am,C,G,C"
Sorry,"G#m,D#m,E,G#m,F#,G#m,D#m,E,G#m,F#,B,C#m,G#m,F#,E,B,C#m,G#m,F#,E,G#m,D#m,E,G#m,F#,G#m,D#m,E,G#m,F#,B,C#m,G#m,F#,E,B,C#m,G#m,F#,E,B,G#m,F#,E,B,G#m,F#,E,B,G#m,F#,E,B,C#m,G#m,F#,E,B,C#m,G#m,F#,E,G#m"
I'm In Love,"G,C,G,C,C,C,F,C,C,G,C,G,C,Am,F,G,C,Am,F,C,C,Am,Am,F,Am,G,C,Am,F,C,Am,F,C"
Family,"D#m,D#m,G#m,D#m,D#m,A#m,D#m,D#m,A#m,D#m,B,D#m,C#,D#m,B,D#m,C#,D#m,D#m,G#m,D#m,D#m,G#m,D#m,D#m,B,D#m,C#,D#m,B,D#m,C#,D#m,B,D#m,C#,D#m,B,D#m,C#,D#m,B,D#m,C#,G#m,B,D#m,A#m,D#m,G#m,D#m,C#,D#m,B,D#m,C#,D#m,G#m,D#m,C#,D#m,D#m,D#m,A#m,D#m,B,D#m,C#,D#m,B,D#m,C#"
Let Me Down Slowly,"C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B,C#m,B,G#m,A,C#m,B,G#m,A,C#m,B"
